Year,ANZSCO,Occupation,Skill Level,Automation probability,Employed total ('000),Share of workforce
2015,2333,Electrical Engineers,1,10,19.87186464,0.001821602
2015,2334,Electronics Engineers,1,12.9,4.809883955,0.000440909
2015,2335,"Industrial, Mechanical and Production Engineers",1,2.1,29.55670655,0.002709386
2015,2336,Mining Engineers,1,12,12.19581488,0.001117958
2015,2339,Other Engineering Professionals,1,2.2,6.282588715,0.000575908
2015,2341,Agricultural and Forestry Scientists,1,1.1,8.009719013,0.00073423
2015,2342,"Chemists, and Food and Wine Scientists",1,6.6,8.573700453,0.000785929
2015,2343,Environmental Scientists,1,8.6,18.34825077,0.001681936
2015,2344,"Geologists, Geophysicists and Hydrogeologists",1,53.2,8.45339468,0.0007749
2015,2345,Life Scientists,1,4.3,6.769046735,0.000620501
2015,2346,Medical Laboratory Scientists,1,59.8,20.50555634,0.00187969
2015,2347,Veterinarians,1,3.8,10.11765996,0.000927459
2015,2349,Other Natural and Physical Science Professionals,1,16.1,8.641155595,0.000792112
2015,2411,Early Childhood (Pre-primary School) Teachers,1,5.1,34.23612732,0.003138336
2015,2412,Primary School Teachers,1,5.7,148.3895354,0.013602479
2015,2414,Secondary School Teachers,1,0.8,138.3050119,0.012678057
2015,2415,Special Education Teachers,1,1.1,19.54453014,0.001791596
2015,2422,Vocational Education Teachers,1,5.3,33.38575409,0.003060384
2015,2491,Education Advisers and Reviewers,1,0.4,16.47484741,0.001510206
2015,2492,Private Tutors and Teachers,1,11.9,36.30084212,0.003327603
2015,2512,Medical Imaging Professionals,1,30.2,18.70631473,0.001714759
2015,2513,Occupational and Environmental Health Professionals,1,12,24.87341448,0.002280081
2015,2514,Optometrists and Orthoptists,1,14,5.965112,0.000546806
2015,2515,Pharmacists,1,1.2,30.60798972,0.002805754
2015,2519,Other Health Diagnostic and Promotion Professionals,1,41.9,7.78773357,0.000713881
2015,2521,Chiropractors and Osteopaths,1,0.8,5.08983749,0.000466572
2015,2522,Complementary Health Therapists,1,2.5,7.911324828,0.00072521
2015,2523,Dental Practitioners,1,0.5,9.761134635,0.000894778
2015,2525,Physiotherapists,1,2.1,22.96744308,0.002105365
2015,2526,Podiatrists,1,0.8,4.286484615,0.000392931
2015,2611,ICT Business and Systems Analysts,1,0.7,23.82615623,0.002184081
2015,2613,Software and Applications Programmers,1,27.3,95.59945571,0.008763351
2015,2621,"Database and Systems Administrators, and ICT Security Specialists",1,3,39.58391523,0.003628554
2015,2631,Computer Network Professionals,1,3,30.50161114,0.002796003
2015,2633,Telecommunications Engineering Professionals,1,2.5,9.99144302,0.000915889
2015,2711,Barristers,1,3.5,8.007868875,0.00073406
2015,2712,Judicial and Other Legal Professionals,1,11.8,12.53908367,0.001149425
2015,2713,Solicitors,1,3.5,63.67816619,0.00583721
2015,2721,Counsellors,1,5.2,20.20766623,0.001852384
2015,2722,Ministers of Religion,1,1.3,14.67538597,0.001345254
2015,2723,Psychologists,1,0.5,22.89694908,0.002098903
2015,2724,Social Professionals,1,24.6,10.05853402,0.000922039
2015,2725,Social Workers,1,3.7,31.61064815,0.002897665
2015,2726,"Welfare, Recreation and Community Arts Workers",1,3.7,26.34682668,0.002415144
2015,3111,Agricultural Technicians,2,73.1,2.08170095,0.000190824
2015,3112,Medical Technicians,2,61.7,27.54590415,0.002525061
2015,3114,Science Technicians,2,55,15.28718695,0.001401336
2015,3121,"Architectural, Building and Surveying Technicians",2,45.3,55.63685162,0.005100084
2015,3122,Civil Engineering Draftspersons and Technicians,2,63,9.31350016,0.000853744
2015,3123,Electrical Engineering Draftspersons and Technicians,2,77.3,10.74333359,0.000984813
2015,3124,Electronic Engineering Draftspersons and Technicians,2,82.8,5.742029953,0.000526357
2015,3125,Mechanical Engineering Draftspersons and Technicians,2,56.1,3.71671156,0.000340701
2015,3126,Safety Inspectors,2,21.1,6.70283718,0.000614431
2015,3129,Other Building and Engineering Technicians,2,43.5,26.11608658,0.002393993
2015,3131,ICT Support Technicians,2,31,51.48275017,0.004719288
2015,3132,Telecommunications Technical Specialists,2,73.2,3.412958893,0.000312857
2015,3211,Automotive Electricians,3,59.2,10.78993591,0.000989085
2015,3212,Motor Mechanics,3,65.1,104.6620072,0.009594091
2015,3221,"Metal Casting, Forging and Finishing Trades Workers",3,92.2,2.3094112,0.000211698
2015,3222,Sheetmetal Trades Workers,3,80.7,10.5635899,0.000968337
2015,3223,Structural Steel and Welding Trades Workers,3,83.2,72.28909025,0.006626551
2015,3231,Aircraft Maintenance Engineers,3,52.4,10.29061295,0.000943313
2015,3232,Metal Fitters and Machinists,3,64.4,120.8930897,0.011081952
2015,3233,Precision Metal Trades Workers,3,55.8,9.367859433,0.000858727
2015,3234,Toolmakers and Engineering Patternmakers,3,79,5.41672343,0.000496537
2015,3241,Panelbeaters,3,80.7,17.49297096,0.001603535
2015,3242,Vehicle Body Builders and Trimmers,3,68.2,5.619292468,0.000515106
2015,3243,Vehicle Painters,3,79.6,11.79675672,0.001081378
2015,3311,Bricklayers and Stonemasons,3,83.1,31.05161535,0.00284642
2015,3312,Carpenters and Joiners,3,72,120.7799372,0.01107158
2015,3321,Floor Finishers,3,80.6,10.70825155,0.000981597
2015,3322,Painting Trades Workers,3,75.2,42.12735029,0.003861704
2015,3331,Glaziers,3,73,8.646379048,0.000792591
2015,3332,Plasterers,3,77.5,32.88444297,0.00301443
2015,3333,Roof Tilers,3,90,7.844628475,0.000719096
2015,3334,Wall and Floor Tilers,3,80.6,24.04294482,0.002203954
2015,3341,Plumbers,3,40.3,82.61762283,0.00757334
2015,3411,Electricians,3,27.7,154.069443,0.014123141
2015,3421,Airconditioning and Refrigeration Mechanics,3,56.3,21.66389178,0.001985872
2015,3422,Electrical Distribution Trades Workers,3,7.3,9.521580678,0.000872818
2015,3423,Electronics Trades Workers,3,47.9,30.19503507,0.0027679
2015,3424,Telecommunications Trades Workers,3,44.8,21.67573512,0.001986958
2015,3511,Bakers and Pastrycooks,3,89,33.3166556,0.00305405
2015,3512,Butchers and Smallgoods Makers,3,86.4,22.38673701,0.002052133
2015,3513,Chefs,2,52.2,85.2973505,0.007818984
2015,3514,Cooks,3,86.2,31.9971935,0.002933099
2015,3612,Shearers,3,61.8,4.57161349,0.000419068
2015,3621,Florists,3,40,8.163305515,0.000748309
2015,3622,Gardeners,3,66,63.74091891,0.005842963
2015,3623,Greenkeepers,3,66,12.09583043,0.001108793
2015,3624,Nurserypersons,3,66,3.414032183,0.000312955
2015,3911,Hairdressers,3,15.8,64.40499083,0.005903836
2015,3921,Print Finishers and Screen Printers,3,90.1,3.310061113,0.000303425
2015,3922,Graphic Pre-press Trades Workers,3,74.8,1.997709918,0.000183125
2015,3923,Printers,3,83,13.86675187,0.001271129
2015,3931,Canvas and Leather Goods Makers,3,69.9,2.519699473,0.000230974
2015,3932,Clothing Trades Workers,3,80.9,8.924095993,0.000818048
2015,3933,Upholsterers,3,39,3.060765223,0.000280572
2015,3941,Cabinetmakers,3,91.3,26.80021312,0.002456705
2015,3942,Wood Machinists and Other Wood Trades Workers,3,90.7,6.41351894,0.00058791
2015,3991,Boat Builders and Shipwrights,3,76,4.712084398,0.000431944
2015,3992,"Chemical, Gas, Petroleum and Power Generation Plant Operators",3,60.3,10.06577359,0.000922703
2015,3994,Jewellers,3,95,4.08467806,0.000374432
2015,3995,Performing Arts Technicians,3,49.6,11.06319424,0.001014134
2015,3996,Signwriters,3,93.3,6.567612665,0.000602036
2015,3999,Other Miscellaneous Technicians and Trades Workers,3,46.6,18.73656165,0.001717531
2015,4111,Ambulance Officers and Paramedics,2,49.4,16.64885277,0.001526157
2015,4112,"Dental Hygienists, Technicians and Therapists",2,67,7.749016448,0.000710332
2015,4116,Massage Therapists,2,27.2,13.94084503,0.001277921
2015,4117,Welfare Support Workers,2,12.7,57.56137746,0.0052765
2015,4211,Child Carers,4,8.4,146.9781887,0.013473104
2015,4221,Education Aides,4,56,85.92491247,0.007876511
2015,4231,Aged and Disabled Carers,4,55,138.9190159,0.012734341
2015,4232,Dental Assistants,4,60.1,21.68264209,0.001987591
2015,4233,Nursing Support and Personal Care Workers,4,47.4,89.76898776,0.008228887
2015,4311,Bar Attendants and Baristas,4,77,92.57362002,0.008485981
2015,4312,Cafe Workers,5,92.9,27.83869953,0.0025519
2015,4313,Gaming Workers,4,76.9,8.841096605,0.00081044
2015,4314,Hotel Service Managers,3,94,7.3357429,0.000672448
2015,4315,Waiters,4,93.6,121.2796403,0.011117386
2015,4319,Other Hospitality Workers,5,66.2,4.1048411,0.00037628
2015,4412,Fire and Emergency Workers,3,19,17.95272632,0.001645679
2015,4413,Police,2,10.4,56.70022938,0.005197561
2015,4421,Prison Officers,4,54.6,15.41979824,0.001413492
2015,4422,Security Officers and Guards,5,83.1,51.76731544,0.004745374
2015,4512,Driving Instructors,3,13,4.75255733,0.000435654
2015,4513,Funeral Workers,2,39,1.564494448,0.000143413
2015,4514,"Gallery, Museum and Tour Guides",4,61,8.026509588,0.000735769
2015,4515,Personal Care Consultants,4,35.1,3.583884195,0.000328525
2015,4516,Tourism and Travel Advisers,4,45.6,26.46852832,0.0024263
2015,4517,Travel Attendants,3,35.4,11.77550516,0.00107943
2015,4518,Other Personal Service Workers,4,51.8,12.82544696,0.001175675
2015,4521,Fitness Instructors,4,8.3,31.02897201,0.002844344
2015,4522,Outdoor Adventure Guides,4,8.3,3.91314167,0.000358707
2015,4523,"Sports Coaches, Instructors and Officials",3,8.9,48.09109313,0.004408384
2015,4524,Sportspersons,3,40.3,12.11713116,0.001110746
2015,5111,"Contract, Program and Project Administrators",2,34.7,126.0884939,0.011558201
2015,5121,Office Managers,2,1.4,131.1332271,0.012020638
2015,5211,Personal Assistants,3,85.1,51.7662281,0.004745274
2015,5212,Secretaries,3,95.4,49.45699405,0.004533593
2015,5311,General Clerks,4,96,233.4937227,0.021403756
2015,5321,Keyboard Operators,4,95.1,51.5179884,0.004722519
2015,5411,Call or Contact Centre Workers,3,52.3,31.22372267,0.002862197
2015,5412,Information Officers,4,95.9,72.10555823,0.006609727
2015,5421,Receptionists,4,91.6,172.225042,0.015787417
2015,5511,Accounting Clerks,4,97.2,132.485569,0.012144604
2015,5512,Bookkeepers,4,97.7,99.36263821,0.009108312
2015,5513,Payroll Clerks,4,97,35.89790949,0.003290667
2015,5521,Bank Workers,4,97.8,54.50232808,0.004996085
2015,5522,Credit and Loans Officers,4,90.1,25.66093034,0.00235227
2015,5523,"Insurance, Money Market and Statistical Clerks",4,92.6,27.63885196,0.002533581
2015,5611,Betting Clerks,5,76.9,2.268680528,0.000207964
2015,5612,Couriers and Postal Deliverers,5,77.8,45.68955962,0.004188242
2015,5613,Filing and Registry Clerks,5,94.5,17.84429358,0.00163574
2015,5614,Mail Sorters,5,77.2,15.71658476,0.001440698
2015,5615,Survey Interviewers,5,94,2.923968358,0.000268032
2015,5616,Switchboard Operators,5,96.1,4.120296083,0.000377697
2015,5619,Other Clerical and Office Support Workers,5,96.7,6.859809843,0.000628821
2015,5911,Purchasing and Supply Logistics Clerks,4,75.3,86.13937592,0.00789617
2015,5912,Transport and Despatch Clerks,4,83.5,40.50634864,0.003713111
2015,5991,Conveyancers and Legal Executives,2,86.5,10.30848656,0.000944952
2015,5992,Court and Legal Clerks,3,87.5,15.18565515,0.001392029
2015,5993,Debt Collectors,4,95,9.707368083,0.000889849
2015,5995,Inspectors and Regulatory Officers,4,42.8,32.28038813,0.002959058
2015,5999,Other Miscellaneous Clerical and Administrative Workers,4,67.3,18.65500446,0.001710055
2015,6112,Insurance Agents,3,88.5,12.24430546,0.001122403
2015,6113,Sales Representatives,4,77.9,93.51921332,0.008572661
2015,6121,Real Estate Sales Agents,3,79.5,86.67567765,0.007945332
2015,6211,Sales Assistants (General),5,91.7,541.4548132,0.04963374
2015,6212,ICT Sales Assistants,5,92.3,19.34174047,0.001773007
2015,6213,Motor Vehicle and Vehicle Parts Salespersons,4,92.3,33.72903936,0.003091852
2015,6214,Pharmacy Sales Assistants,5,92.3,36.18650439,0.003317122
2015,6215,Retail Supervisors,4,28,39.01734738,0.003576618
2015,6216,Service Station Attendants,5,75.5,10.33305695,0.000947204
2015,6217,Street Vendors and Related Salespersons,5,94,10.12599771,0.000928224
2015,6219,Other Sales Assistants and Salespersons,5,96.2,13.60310097,0.001246961
2015,6311,Checkout Operators and Office Cashiers,5,96.9,127.9961226,0.011733068
2015,6393,Telemarketers,5,99,10.42103272,0.000955269
2015,6394,Ticket Salespersons,5,93.2,16.75421538,0.001535815
2015,6399,Other Sales Support Workers,5,78.6,2.69644831,0.000247176
2015,7111,"Clay, Concrete, Glass and Stone Processing Machine Operators",4,84.4,2.70796301,0.000248232
2015,7113,Paper and Wood Processing Machine Operators,4,80.1,3.828940348,0.000350989
2015,7115,Plastics and Rubber Production Machine Operators,4,87.9,7.309877038,0.000670077
2015,7119,Other Machine Operators,4,75.2,11.8229913,0.001083783
2015,7121,"Crane, Hoist and Lift Operators",4,72,14.40756093,0.001320703
2015,7122,"Drillers, Miners and Shot Firers",4,75,47.19437103,0.004326184
2015,7123,Engineering Production Workers,4,81.8,16.64158643,0.001525491
2015,7129,Other Stationary Plant Operators,4,61.7,22.26592633,0.002041059
2015,7211,"Agricultural, Forestry and Horticultural Plant Operators",4,79,11.46835175,0.001051274
2015,7212,Earthmoving Plant Operators,4,93.2,43.82819949,0.004017616
2015,7213,Forklift Drivers,4,91,59.36051199,0.005441422
2015,7219,Other Mobile Plant Operators,4,82.1,11.6258942,0.001065715
2015,7311,Automobile Drivers,4,78.7,42.29603089,0.003877166
2015,7312,Bus and Coach Drivers,4,82.3,34.58914612,0.003170696
2015,7313,Train and Tram Drivers,4,75.8,12.68765128,0.001163044
2015,7321,Delivery Drivers,4,78.7,48.00583018,0.004400568
2015,7331,Truck Drivers,4,78.4,178.7752428,0.016387857
2015,7411,Storepersons,4,76.4,128.3929655,0.011769446
2015,8111,Car Detailers,5,37,17.43576175,0.00159829
2015,8112,Commercial Cleaners,5,65.5,143.6903925,0.013171721
2015,8113,Domestic Cleaners,5,69,29.32293161,0.002687956
2015,8114,Housekeepers,5,70.6,28.67321765,0.002628399
2015,8115,Laundry Workers,5,73.1,13.28742837,0.001218024
2015,8116,Other Cleaners,5,78.5,13.19647468,0.001209686
2015,8211,Building and Plumbing Labourers,5,85.8,55.8827992,0.005122629
2015,8212,Concreters,5,90,34.35215121,0.003148971
2015,8213,Fencers,4,85.6,6.896226775,0.000632159
2015,8214,Insulation and Home Improvement Installers,4,67.3,17.89585674,0.001640466
2015,8215,Paving and Surfacing Labourers,5,87.2,8.032976628,0.000736362
2015,8216,Railway Track Workers,4,87.2,3.583122905,0.000328455
2015,8217,Structural Steel Construction Workers,4,77.7,24.94280755,0.002286442
2015,8219,Other Construction and Mining Labourers,5,56.7,6.426398105,0.000589091
2015,8311,Food and Drink Factory Workers,5,74.2,29.09199893,0.002666787
2015,8312,"Meat Boners and Slicers, and Slaughterers",4,86.4,10.95642744,0.001004347
2015,8313,"Meat, Poultry and Seafood Process Workers",5,85.2,18.06602247,0.001656065
2015,8321,Packers,5,60.1,68.6321375,0.006291328
2015,8322,Product Assemblers,5,95.2,25.6031399,0.002346973
2015,8393,Product Quality Controllers,4,97,12.11284479,0.001110353
2015,8394,Timber and Wood Process Workers,5,79.4,6.22974386,0.000571064
2015,8399,Other Factory Process Workers,5,81.8,8.90602045,0.000816391
2015,8414,Garden and Nursery Labourers,5,95,34.61784606,0.003173327
2015,8415,Livestock Farm Workers,5,61.8,34.29755779,0.003143967
2015,8419,"Other Farm, Forestry and Garden Workers",5,67.5,9.955617643,0.000912605
2015,8511,Fast Food Cooks,5,82.8,39.62345524,0.003632178
2015,8513,Kitchenhands,5,84.3,126.353448,0.011582489
2015,8911,Freight and Furniture Handlers,5,76.7,14.13731229,0.00129593
2015,8912,Shelf Fillers,5,64,55.20393488,0.0050604
2015,8991,Caretakers,5,66,6.924044525,0.000634709
2015,8992,Deck and Fishing Hands,4,69.4,6.506200955,0.000596406
2015,8993,Handypersons,5,65.4,38.92012253,0.003567705
2015,8994,Motor Vehicle Parts and Accessories Fitters,4,66.6,11.62737975,0.001065851
2015,8995,Printing Assistants and Table Workers,4,80.4,4.014665858,0.000368014
2015,8996,Recycling and Rubbish Collectors,5,78,3.0967756,0.000283873
2015,8997,Vending Machine Attendants,5,89.2,5.479883743,0.000502327
2015,8999,Other Miscellaneous Labourers,5,75.1,56.90249783,0.005216102
2015,1211,Aquaculture Farmers,1,31.2,2.133927398,0.000195612
2015,2112,Music Professionals,1,5.2,9.69214055,0.000888453
2015,2323,"Fashion, Industrial and Jewellery Designers",1,3.1,9.6254974,0.000882344
2015,2527,Audiologists and Speech Pathologists \ Therapists,1,0.6,9.38744985,0.000860523
2015,3113,Primary Products Inspectors,2,33.7,3.638363245,0.000333519
2015,3611,Animal Attendants and Trainers,3,73.9,15.43126878,0.001414544
2015,4114,Enrolled and Mothercraft Nurses,2,5.8,19.40755635,0.00177904
2015,5122,Practice Managers,2,60.2,20.76093332,0.0019031
2015,5994,Human Resource Clerks,4,90,11.41609937,0.001046484
2015,5996,"Insurance Investigators, Loss Adjusters and Risk Surveyors",3,96.6,4.992171898,0.000457619
2015,6111,"Auctioneers, and Stock and Station Agents",3,34.7,1.997848535,0.000183138
2015,6391,Models and Sales Demonstrators,5,54.4,7.854410108,0.000719993
2015,6392,Retail and Wool Buyers,3,64.1,3.688218293,0.000338089
2015,6395,Visual Merchandisers,4,28.4,6.490953428,0.000595009
2015,7116,Sewing Machinists,4,89,8.856480663,0.00081185
2015,7117,Textile and Footwear Production Machine Operators,4,71.7,3.28970316,0.000301558
2015,8413,Forestry and Logging Workers,4,81.8,2.152509383,0.000197315
2015,7112,Industrial Spraypainters,4,79.6,6.905934425,0.000633049
2015,8512,Food Trades Assistants,5,84.3,4.591161115,0.00042086
2015,2524,Occupational Therapists,1,0.8,13.07804105,0.00119883
2015,3993,"Gallery, Library and Museum Technicians",2,90.7,9.258486203,0.000848701
